2.265649999999999886e-01 2.849763701470000115e+02 -4.447228841000000266e+00
2.336203629999999976e-01 2.849049473609999836e+02 -1.688380943900000020e+01
2.406757260000000065e-01 2.846721460119999847e+02 -5.351954354299999750e+01
2.477310899999999871e-01 2.840115482530000008e+02 -1.458787941230000058e+02
2.547864530000000238e-01 2.823462616040000057e+02 -3.497831280699999752e+02
2.618418160000000050e-01 2.786277067729999999e+02 -7.406916798080000035e+02
2.688971789999999862e-01 2.712828553589999956e+02 -1.385114733891000014e+03
2.759525429999999946e-01 2.584604346990000181e+02 -2.285520144251000147e+03
2.830079059999999758e-01 2.386873755400000050e+02 -3.324711563355000180e+03
2.900632690000000125e-01 2.117797820060000049e+02 -4.259209378065999772e+03
2.971186319999999936e-01 1.795136739390000002e+02 -4.798547469780999563e+03
3.041739960000000020e-01 1.454570855640000104e+02 -4.750681532098000389e+03
3.112293589999999832e-01 1.138102409509999973e+02 -4.139683737585999552e+03
3.182847220000000199e-01 8.781219134299999496e+01 -3.200677634214000136e+03
3.253400850000000011e-01 6.866466604800000084e+01 -2.246739470772999994e+03
3.323954490000000095e-01 5.558551484400000220e+01 -1.505247155840999994e+03
3.394508119999999907e-01 4.674726833100000079e+01 -1.043016226189999998e+03
3.465061750000000274e-01 4.032717632500000349e+01 -8.055036373179999600e+02
3.535615380000000085e-01 3.505984029999999763e+01 -7.014371839939999518e+02
3.606169020000000169e-01 3.029022414599999991e+01 -6.529890491879999672e+02
3.676722649999999981e-01 2.584215460000000064e+01 -6.023283759229999532e+02
3.747276279999999793e-01 2.187184127100000097e+01 -5.139023086759999615e+02
3.817829910000000160e-01 1.868319063099999866e+01 -3.864066712289999828e+02
3.888383550000000244e-01 1.645968191600000097e+01 -2.495365927299999953e+02
3.958937180000000056e-01 1.512363461099999995e+01 -1.402341863970000020e+02
4.029490809999999867e-01 1.440275641999999934e+01 -7.598535539600000277e+01
4.100044440000000234e-01 1.399307177100000033e+01 -4.770906843800000274e+01
4.170598079999999763e-01 1.369141919199999968e+01 -4.324434222699999708e+01
4.241151710000000130e-01 1.336579721400000054e+01 -5.570384923400000332e+01
4.311705339999999942e-01 1.291477891899999975e+01 -7.751578668899999514e+01
4.382258969999999754e-01 1.231417246500000040e+01 -9.452918014600000163e+01
4.452812609999999838e-01 1.165385218900000019e+01 -9.119823706500000071e+01
4.523366240000000205e-01 1.110242707699999976e+01 -6.683967705400000625e+01
4.593919870000000016e-01 1.075714450399999933e+01 -3.723288587100000058e+01
4.664473499999999828e-01 1.056672401900000047e+01 -2.609463074800000015e+01
4.735027139999999912e-01 1.035332091000000077e+01 -4.283483886500000182e+01
4.805580769999999724e-01 9.953746466000000126e+00 -7.486608530499999858e+01
4.876134400000000091e-01 9.348712580999999133e+00 -9.791255718799999386e+01
4.946688029999999903e-01 8.666776340000000189e+00 -9.525098383799999624e+01
5.017241669999999987e-01 8.094295480999999626e+00 -6.869201497400000278e+01
5.087795299999999799e-01 7.748096277000000143e+00 -3.393428871399999736e+01
5.158348929999999610e-01 7.621066198000000291e+00 -8.636892526000000458e+00
5.228902560000000532e-01 7.615202891000000029e+00 2.204719199999999879e-01
5.299456200000000061e-01 7.626341262999999593e+00 -2.569752246000000184e+00
5.370009829999999873e-01 7.605273850999999752e+00 -7.577172087000000111e+00
5.440563459999999685e-01 7.563164382000000074e+00 -7.466760783999999873e+00
5.511117089999999497e-01 7.536521735000000000e+00 -5.282474962000000218e+00
5.581670730000000136e-01 7.515716763000000356e+00 -5.670713755000000411e+00
5.652224359999999947e-01 7.473349949000000159e+00 -1.188237894899999958e+01
5.722777989999999759e-01 7.380241630999999636e+00 -1.854094464599999981e+01
5.793331619999999571e-01 7.258200734999999959e+00 -1.916038517400000174e+01
5.863885260000000210e-01 7.159037486999999977e+00 -1.268989286699999930e+01
5.934438890000000022e-01 7.116617497000000014e+00 -3.921278123000000004e+00
6.004992519999999834e-01 7.128099183999999866e+00 2.073888451999999827e+00
6.075546149999999646e-01 7.165350582000000301e+00 3.063616027000000130e+00
6.146099790000000285e-01 7.193694834999999621e+00 -1.114567800000000053e-01
6.216653420000000096e-01 7.187476784000000229e+00 -6.421711308999999979e+00
