0	-135.4211426
1	-135.4212341
2	-154.6607056
3	-157.2887726
4	-127.5699615
5	-96.55435944
6	-107.9497681
7	-109.3924103
8	-116.6045914
9	-120.9249344
10	-150.9589844
11	156.8272858
12	137.8114777
13	171.1158295
14	-155.1487427
15	-162.1234131
16	162.317688
17	162.2583313
18	-149.7091827
19	-120.5630264
20	-110.2544327
21	-123.8003464
22	-136.7062836
23	-148.5489807
24	-163.1947327
25	-169.3249359
26	-177.3584442
27	-177.7253876
28	172.5392914
29	174.2778625
30	-174.0849152
31	-146.5134277
32	-139.7432404
33	-120.9440613
34	-111.6678772
35	-92.52495575
36	-100.7276993
37	-113.3704987
38	-129.9920654
39	-143.2196503
40	-146.6864624
41	-164.3001404
42	170.187973
43	165.6831818
44	-169.1792603
45	-173.4395447
46	-165.4684601
47	-164.514328
48	-155.0904083
49	-159.6751099
50	-167.6240692
51	179.8154144
52	165.3648071
53	178.6318817
54	-173.881546
55	162.3522797
56	173.8351746
57	-146.5273895
58	-109.1398849
59	-104.3542938
60	-122.869339
61	-137.7182007
62	-141.2681427
63	-151.629303
64	-123.1889267
65	-85.772995
66	-86.07994843
67	-118.891777
68	-156.7305756
69	178.9464264
70	161.6947937
71	-173.7337341
72	-139.9085083
73	-135.5484161
74	-165.0773468
75	166.3731995
76	175.9338837
77	-154.9026031
78	-136.5772552
79	-124.150383
80	-141.6044769
81	-166.8954163
82	164.8878784
83	-178.4715118
84	-160.7097168
85	-165.5581055
86	178.8383331
87	160.3138275
88	163.3096313
89	-151.032608
90	-134.384201
91	-130.2407074
92	-150.1229553
93	-171.9111176
94	166.9055023
95	179.8255615
96	-165.3568573
97	-168.9998779
98	177.7011108
99	172.6013641
100	-172.3789063
101	-161.320755
102	-139.2606506
103	-137.6601257
104	-146.8255157
105	-177.0118561
106	154.8811188
107	165.244812
108	-158.3736115
109	-140.891098
110	-169.2712097
111	167.9778442
112	168.0986176
113	-162.3956604
114	-145.3666382
115	-146.1225433
116	-161.6154327
117	175.4245148
118	172.1963196
119	-179.7066193
120	-151.6867371
121	-147.5157928
122	177.9164581
123	151.6207581
124	170.9763031
125	-170.6202545
126	-158.4432831
127	-168.7365265
128	162.6859741
129	168.6545105
130	-173.8549957
131	-170.1168823
132	176.4135132
133	176.0600433
134	174.1511078
135	-177.3532715
136	177.2949677
137	-178.5400391
138	173.2593536
139	-172.1244049
140	-177.6381531
141	165.8642273
142	165.3493805
143	-154.3666992
144	-169.2455444
145	166.5470886
146	169.0226898
147	173.882309
148	-173.4704742
149	-170.2619171
150	-178.2669678
151	155.4200592
152	173.1704407
153	-168.3732605
154	-167.684021
155	170.1161957
156	169.6969757
157	179.1894226
158	-165.435791
159	-170.4389648
160	169.5715637
161	164.7644958
162	178.0913391
163	-157.1743622
164	-171.3982391
165	157.3269043
166	173.684906
167	-156.1044769
168	-157.9683075
169	177.4732513
170	155.5074921
171	-177.1619263
172	-152.7036438
173	-173.0597382
174	156.9151459
175	176.51651
176	-162.2659149
177	-153.2789917
178	-173.0266113
179	165.1800537
180	164.5590363
181	-159.4614563
182	-158.3783417
183	173.4523773
184	164.3508759
185	-179.3033447
186	-161.9178467
187	-169.6097412
188	167.5021973
189	157.2113037
190	-172.0483246
191	-157.8078003
192	-163.8055115
193	165.9978333
194	164.4371643
195	-176.6358185
196	-167.9344635
197	-174.4443512
198	173.0181427
199	169.860611
200	175.5581207
201	179.585907
202	-174.1694946
203	-172.4843903
204	175.1098328
205	173.1299133
206	171.3780518
207	-173.4018097
208	-172.0726318
209	177.5561523
210	167.4059753
211	175.4888
212	179.9213715
213	-178.6053314
214	-179.5996246
215	-177.7366486
216	165.5270081
217	168.3652191
218	-166.4807739
219	-157.4217224
220	-174.3866272
221	166.5046234
222	170.6755219
223	-176.6428375
224	-170.2525024
225	-173.578064
226	173.4555511
227	162.7424316
228	-166.9513702
229	-149.7734375
230	-154.456955
231	-168.0434875
232	172.5804138
233	173.5530396
234	-169.928894
235	-167.4025269
236	-177.9272766
237	164.1648254
238	178.3774109
239	-160.6342163
240	-163.2190704
241	-176.8097992
242	169.6456757
243	-175.8196869
244	-157.5729218
245	-156.8285828
246	171.1216583
247	170.8687439
248	166.1925201
249	-175.1227722
250	-143.1159515
251	-148.1425629
252	-166.8830872
253	175.2656555
254	-174.0813751
255	-174.3573151
256	177.9970398
257	177.7398071
258	-158.3609314
259	-163.6245117
260	-172.7470703
261	172.6537628
262	162.5386353
263	-176.645752
264	-143.5060883
265	-133.6786652
266	-145.7683716
267	-167.3184357
268	174.045578
269	175.5990753
270	171.0052948
271	179.2640533
272	-166.3379974
273	-163.1278992
274	178.5611572
275	168.3465881
276	171.084259
277	-156.0117035
278	-129.3863831
279	-113.8228912
280	-110.9476624
281	-121.7463303
282	-141.8940277
283	-176.6433258
284	154.0143585
285	-169.7685852
286	-151.2372437
287	-172.0869904
288	167.3718262
289	165.9279327
290	-173.6826935
291	-148.0327911
292	-129.6769104
293	-105.9133453
294	-87.39887238
295	-98.71083069
296	-123.7059555
297	-115.5487823
298	-83.48991394
299	-88.62929535
300	-103.9662476
301	-117.4656906
302	-111.8650208
303	-95.05209351
304	-102.579483
305	-111.9591904
306	-124.9550629
307	-139.0203094
308	-158.4470215
309	162.562439
310	153.3512726
311	-164.4157104
312	-143.0645752
313	-143.4228363
314	-155.2867126
315	175.7320099
316	174.1337585
317	-168.3524323
318	-143.3057404
319	-167.8231659
320	172.9415741
321	165.8126831
322	-177.7428589
323	-154.5949402
324	-135.6100464
325	-110.3851395
326	-95.54096222
327	-86.33733368
328	-112.6668167
329	-124.0408249
330	-104.0365982
331	-102.880722
332	-94.3973465
333	-114.0184631
334	-124.3417816
335	-103.5873413
336	-94.69875336
337	-114.4746857
338	-118.5031433
